,date,T2M,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,year,plant_name
1623,20220611,27.88,83.41,5.58,3.3,4.9142,2022,Kayamkulam Floating Solar Plant
1624,20220612,27.24,82.94,4.73,3.24,4.3745,2022,Kayamkulam Floating Solar Plant
1625,20220613,27.27,83.76,2.13,3.62,6.2839,2022,Kayamkulam Floating Solar Plant
1626,20220614,28.24,80.45,25.7,4.55,6.415,2022,Kayamkulam Floating Solar Plant
1627,20220615,27.64,81.61,11.75,4.3,3.013,2022,Kayamkulam Floating Solar Plant
1628,20220616,27.01,86.73,8.7,5.14,5.1624,2022,Kayamkulam Floating Solar Plant
1629,20220617,26.59,84.99,7.52,4.96,5.1466,2022,Kayamkulam Floating Solar Plant
1630,20220618,26.56,84.42,0.45,4.94,5.4074,2022,Kayamkulam Floating Solar Plant
1631,20220619,27.4,80.86,1.5,4.5,5.6815,2022,Kayamkulam Floating Solar Plant
1632,20220620,28.13,79.55,4.07,4.32,5.5435,2022,Kayamkulam Floating Solar Plant
1633,20220621,27.3,84.33,9.27,4.17,4.5288,2022,Kayamkulam Floating Solar Plant
1634,20220622,27.85,80.19,8.19,3.73,5.2094,2022,Kayamkulam Floating Solar Plant
1635,20220623,27.69,81.67,14.17,4.37,4.9217,2022,Kayamkulam Floating Solar Plant
1636,20220624,27.78,83.65,14.99,4.51,4.507,2022,Kayamkulam Floating Solar Plant
1637,20220625,27.73,82.02,15.08,5.79,4.3325,2022,Kayamkulam Floating Solar Plant
1638,20220626,27.86,84.09,1.75,4.48,6.3329,2022,Kayamkulam Floating Solar Plant
1639,20220627,28.24,81.35,2.65,4.92,5.3002,2022,Kayamkulam Floating Solar Plant
1640,20220628,27.82,82.78,10.04,5.32,3.8863,2022,Kayamkulam Floating Solar Plant
1641,20220629,27.41,85.86,8.94,5.58,3.6739,2022,Kayamkulam Floating Solar Plant
1642,20220630,27.59,83.36,7.09,6.33,2.2315,2022,Kayamkulam Floating Solar Plant
1643,20220701,27.62,83.35,6.34,6.39,3.9744,2022,Kayamkulam Floating Solar Plant
1644,20220702,27.45,84.33,16.39,6.56,4.1616,2022,Kayamkulam Floating Solar Plant
1645,20220703,26.82,86.16,48.14,6.38,2.148,2022,Kayamkulam Floating Solar Plant
1646,20220704,26.57,87.81,11.69,6.81,4.2182,2022,Kayamkulam Floating Solar Plant
1647,20220705,27.2,84.19,7.46,6.55,1.9529,2022,Kayamkulam Floating Solar Plant
1648,20220706,26.9,85.57,15.0,5.08,3.2446,2022,Kayamkulam Floating Solar Plant
1649,20220707,26.07,86.9,7.31,4.86,2.6263,2022,Kayamkulam Floating Solar Plant
1650,20220708,26.76,82.6,4.5,6.24,4.8036,2022,Kayamkulam Floating Solar Plant
1651,20220709,26.5,85.5,4.3,5.47,3.157,2022,Kayamkulam Floating Solar Plant
1652,20220710,26.56,87.14,8.28,5.63,3.7906,2022,Kayamkulam Floating Solar Plant
1653,20220711,26.45,84.92,5.54,4.63,4.4302,2022,Kayamkulam Floating Solar Plant
1654,20220712,26.33,88.11,2.79,4.61,4.0973,2022,Kayamkulam Floating Solar Plant
1655,20220713,26.57,90.62,8.72,5.23,3.8342,2022,Kayamkulam Floating Solar Plant
1656,20220714,26.82,90.47,5.76,5.05,5.0767,2022,Kayamkulam Floating Solar Plant
1657,20220715,26.62,91.42,11.98,3.91,4.5826,2022,Kayamkulam Floating Solar Plant
1658,20220716,26.62,91.25,10.04,2.83,4.8715,2022,Kayamkulam Floating Solar Plant
1659,20220717,26.55,90.23,11.58,3.35,3.9794,2022,Kayamkulam Floating Solar Plant
1660,20220718,26.01,86.62,10.67,6.03,2.791,2022,Kayamkulam Floating Solar Plant
1661,20220719,26.61,85.36,5.3,4.82,5.2764,2022,Kayamkulam Floating Solar Plant
1662,20220720,26.32,91.05,7.68,5.37,3.7414,2022,Kayamkulam Floating Solar Plant
1663,20220721,26.28,88.58,4.01,5.4,5.9112,2022,Kayamkulam Floating Solar Plant
1664,20220722,26.39,88.68,5.73,5.12,3.972,2022,Kayamkulam Floating Solar Plant
1665,20220723,26.44,88.15,4.46,4.28,3.7334,2022,Kayamkulam Floating Solar Plant
1666,20220724,26.33,88.21,2.36,3.9,5.1302,2022,Kayamkulam Floating Solar Plant
1667,20220725,26.42,90.18,3.1,4.34,6.569,2022,Kayamkulam Floating Solar Plant
1668,20220726,26.29,87.04,2.59,5.26,5.5793,2022,Kayamkulam Floating Solar Plant
1669,20220727,26.24,87.95,8.63,3.92,4.9747,2022,Kayamkulam Floating Solar Plant
1670,20220728,26.37,88.39,2.76,3.31,6.1423,2022,Kayamkulam Floating Solar Plant
1671,20220729,27.16,87.91,18.31,3.08,5.2123,2022,Kayamkulam Floating Solar Plant
1672,20220730,26.87,87.71,9.52,4.23,4.975,2022,Kayamkulam Floating Solar Plant
1673,20220731,26.55,89.38,9.05,4.67,5.4242,2022,Kayamkulam Floating Solar Plant
1674,20220801,26.27,89.24,79.57,7.73,2.3832,2022,Kayamkulam Floating Solar Plant
1675,20220802,25.98,89.19,47.78,8.31,2.2586,2022,Kayamkulam Floating Solar Plant
1676,20220803,26.32,88.3,48.45,7.39,2.3362,2022,Kayamkulam Floating Solar Plant
1677,20220804,26.15,89.3,15.84,8.32,1.8996,2022,Kayamkulam Floating Solar Plant
1678,20220805,26.63,86.99,1.14,6.13,2.9251,2022,Kayamkulam Floating Solar Plant
1679,20220806,26.2,90.48,5.61,3.7,4.4364,2022,Kayamkulam Floating Solar Plant
1680,20220807,26.05,91.89,6.63,3.73,4.4647,2022,Kayamkulam Floating Solar Plant
1681,20220808,25.91,93.11,4.37,3.89,4.3759,2022,Kayamkulam Floating Solar Plant
1682,20220809,25.91,92.96,1.32,4.39,5.0407,2022,Kayamkulam Floating Solar Plant
1683,20220810,26.17,91.14,0.76,3.86,5.2769,2022,Kayamkulam Floating Solar Plant
1684,20220811,26.36,91.57,0.8,2.97,5.8702,2022,Kayamkulam Floating Solar Plant
1685,20220812,26.6,87.93,0.94,3.04,6.4392,2022,Kayamkulam Floating Solar Plant
1686,20220813,26.94,88.82,0.29,2.87,5.2375,2022,Kayamkulam Floating Solar Plant
1687,20220814,26.55,89.95,0.49,3.65,5.4461,2022,Kayamkulam Floating Solar Plant
1688,20220815,26.58,88.86,0.14,4.29,6.5378,2022,Kayamkulam Floating Solar Plant
1689,20220816,26.72,88.88,0.29,3.89,6.5834,2022,Kayamkulam Floating Solar Plant
1690,20220817,26.89,87.14,0.46,3.77,6.665,2022,Kayamkulam Floating Solar Plant
1691,20220818,26.84,90.59,2.57,4.11,5.7014,2022,Kayamkulam Floating Solar Plant
1692,20220819,26.78,88.2,4.88,4.15,5.2514,2022,Kayamkulam Floating Solar Plant
1693,20220820,26.5,88.5,2.97,4.38,4.7095,2022,Kayamkulam Floating Solar Plant
1694,20220821,26.54,90.04,17.68,3.8,4.2072,2022,Kayamkulam Floating Solar Plant
1695,20220822,26.4,90.61,30.5,4.77,2.7835,2022,Kayamkulam Floating Solar Plant
1696,20220823,25.94,86.78,11.95,4.85,3.3552,2022,Kayamkulam Floating Solar Plant
1697,20220824,26.04,86.2,10.72,4.76,3.1709,2022,Kayamkulam Floating Solar Plant
1698,20220825,26.03,86.44,11.78,5.92,5.1228,2022,Kayamkulam Floating Solar Plant
1699,20220826,25.97,87.25,14.92,4.32,3.6708,2022,Kayamkulam Floating Solar Plant
1700,20220827,25.57,83.64,11.9,4.36,1.7736,2022,Kayamkulam Floating Solar Plant
1701,20220828,25.89,83.49,5.28,5.56,6.3818,2022,Kayamkulam Floating Solar Plant
1702,20220829,26.24,85.8,8.08,5.09,3.8129,2022,Kayamkulam Floating Solar Plant
1703,20220830,25.88,88.79,16.09,5.07,4.859,2022,Kayamkulam Floating Solar Plant
1704,20220831,25.86,89.93,48.34,3.41,3.743,2022,Kayamkulam Floating Solar Plant
1705,20220901,25.92,87.08,17.91,4.38,2.9395,2022,Kayamkulam Floating Solar Plant
1706,20220902,26.21,88.97,3.21,4.47,5.2807,2022,Kayamkulam Floating Solar Plant
1707,20220903,26.2,91.83,7.9,3.85,5.8514,2022,Kayamkulam Floating Solar Plant
1708,20220904,26.51,91.73,9.88,3.56,6.066,2022,Kayamkulam Floating Solar Plant
1709,20220905,26.61,93.01,18.27,3.96,4.5785,2022,Kayamkulam Floating Solar Plant
1710,20220906,25.9,88.51,13.87,5.34,4.4981,2022,Kayamkulam Floating Solar Plant
1711,20220907,25.8,86.19,3.04,6.34,3.5777,2022,Kayamkulam Floating Solar Plant
1712,20220908,25.99,84.57,2.3,4.7,4.9399,2022,Kayamkulam Floating Solar Plant
1713,20220909,26.31,88.62,3.19,3.87,5.1065,2022,Kayamkulam Floating Solar Plant
1714,20220910,26.42,90.3,7.0,4.0,4.9399,2022,Kayamkulam Floating Solar Plant
1715,20220911,26.57,90.66,8.03,4.2,5.2054,2022,Kayamkulam Floating Solar Plant
1716,20220912,26.68,88.88,3.28,4.31,5.0803,2022,Kayamkulam Floating Solar Plant
1717,20220913,26.75,85.71,1.88,3.19,5.8764,2022,Kayamkulam Floating Solar Plant
1718,20220914,26.67,85.27,1.18,2.94,5.9006,2022,Kayamkulam Floating Solar Plant
1719,20220915,26.88,83.11,0.49,3.23,6.7152,2022,Kayamkulam Floating Solar Plant
1720,20220916,27.18,82.2,0.21,4.17,6.4169,2022,Kayamkulam Floating Solar Plant
1721,20220917,27.02,85.1,3.03,3.93,5.7926,2022,Kayamkulam Floating Solar Plant
1722,20220918,27.14,84.98,1.5,3.81,6.2306,2022,Kayamkulam Floating Solar Plant
1723,20220919,27.55,83.8,0.61,4.34,4.6428,2022,Kayamkulam Floating Solar Plant
1724,20220920,27.06,85.04,0.66,3.96,6.1466,2022,Kayamkulam Floating Solar Plant
1725,20220921,26.97,84.28,0.3,3.86,6.8256,2022,Kayamkulam Floating Solar Plant
1726,20220922,27.34,78.47,0.08,4.21,7.025,2022,Kayamkulam Floating Solar Plant
1727,20220923,26.98,81.05,0.04,4.05,6.6516,2022,Kayamkulam Floating Solar Plant
1728,20220924,26.98,82.79,0.05,4.5,6.7063,2022,Kayamkulam Floating Solar Plant
1729,20220925,27.02,85.31,0.15,4.87,6.9636,2022,Kayamkulam Floating Solar Plant
1730,20220926,27.24,84.66,0.29,5.67,4.0121,2022,Kayamkulam Floating Solar Plant
1731,20220927,27.2,83.04,0.15,5.58,6.9677,2022,Kayamkulam Floating Solar Plant
1732,20220928,26.9,85.14,2.27,4.51,5.9309,2022,Kayamkulam Floating Solar Plant
1733,20220929,26.78,85.98,2.66,3.78,5.9501,2022,Kayamkulam Floating Solar Plant
1734,20220930,26.71,86.52,3.94,4.28,5.4722,2022,Kayamkulam Floating Solar Plant
1735,20221001,26.6,86.82,2.48,4.76,4.1002,2022,Kayamkulam Floating Solar Plant
1736,20221002,26.67,84.51,6.2,4.45,5.1612,2022,Kayamkulam Floating Solar Plant
1737,20221003,26.36,85.37,2.58,5.44,4.7501,2022,Kayamkulam Floating Solar Plant
1738,20221004,26.7,87.6,2.64,5.23,5.2862,2022,Kayamkulam Floating Solar Plant
1739,20221005,26.33,87.14,1.97,4.21,4.435,2022,Kayamkulam Floating Solar Plant
1740,20221006,26.62,87.96,0.86,4.13,4.5917,2022,Kayamkulam Floating Solar Plant
1741,20221007,26.42,85.56,1.56,3.42,4.1585,2022,Kayamkulam Floating Solar Plant
1742,20221008,26.82,82.52,1.28,3.86,6.539,2022,Kayamkulam Floating Solar Plant
1743,20221009,27.26,83.89,2.3,3.95,4.5257,2022,Kayamkulam Floating Solar Plant
1744,20221010,26.84,80.81,4.02,3.19,5.2034,2022,Kayamkulam Floating Solar Plant
1745,20221011,27.77,77.14,1.64,0.99,6.0197,2022,Kayamkulam Floating Solar Plant
1746,20221012,27.3,81.99,2.73,3.38,5.7691,2022,Kayamkulam Floating Solar Plant
1747,20221013,27.16,84.82,22.07,3.26,5.4619,2022,Kayamkulam Floating Solar Plant
1748,20221014,26.89,84.4,3.5,3.21,6.1159,2022,Kayamkulam Floating Solar Plant
1749,20221015,27.02,84.1,14.92,2.37,5.9318,2022,Kayamkulam Floating Solar Plant
1750,20221016,26.92,85.29,10.09,3.19,5.8582,2022,Kayamkulam Floating Solar Plant
1751,20221017,27.22,85.21,13.46,4.2,4.7849,2022,Kayamkulam Floating Solar Plant
1752,20221018,26.42,88.61,16.62,4.72,3.6674,2022,Kayamkulam Floating Solar Plant
1753,20221019,26.55,86.4,1.01,4.56,4.757,2022,Kayamkulam Floating Solar Plant
1754,20221020,27.24,81.51,2.72,3.57,4.3049,2022,Kayamkulam Floating Solar Plant
1755,20221021,26.61,86.06,7.48,2.64,4.3766,2022,Kayamkulam Floating Solar Plant
1756,20221022,27.15,80.23,6.06,1.95,6.0271,2022,Kayamkulam Floating Solar Plant
1757,20221023,26.92,84.78,10.97,2.3,5.3832,2022,Kayamkulam Floating Solar Plant
1758,20221024,27.13,86.32,7.23,3.36,4.6224,2022,Kayamkulam Floating Solar Plant
1759,20221025,27.29,82.66,1.73,2.49,5.8404,2022,Kayamkulam Floating Solar Plant
1760,20221026,27.73,78.23,0.22,2.65,6.0922,2022,Kayamkulam Floating Solar Plant
1761,20221027,27.57,78.06,1.96,1.84,5.6222,2022,Kayamkulam Floating Solar Plant
1762,20221028,28.49,70.44,0.9,1.18,6.3862,2022,Kayamkulam Floating Solar Plant
1763,20221029,28.03,74.4,6.19,1.73,5.3638,2022,Kayamkulam Floating Solar Plant
1764,20221030,27.32,78.14,43.01,1.32,4.2487,2022,Kayamkulam Floating Solar Plant
1765,20221031,27.31,82.84,13.57,2.79,5.4478,2022,Kayamkulam Floating Solar Plant
1766,20221101,26.74,86.25,6.98,3.34,4.1621,2022,Kayamkulam Floating Solar Plant
1767,20221102,26.8,81.6,5.17,2.42,4.6162,2022,Kayamkulam Floating Solar Plant
1768,20221103,26.8,82.59,4.57,2.46,4.7801,2022,Kayamkulam Floating Solar Plant
1769,20221104,26.85,82.26,12.41,1.44,4.7736,2022,Kayamkulam Floating Solar Plant
1770,20221105,26.51,85.18,19.61,2.75,4.7664,2022,Kayamkulam Floating Solar Plant
1771,20221106,27.39,76.75,21.57,2.27,5.5421,2022,Kayamkulam Floating Solar Plant
1772,20221107,27.02,80.23,9.17,1.42,5.916,2022,Kayamkulam Floating Solar Plant
1773,20221108,27.9,75.29,6.31,1.58,3.2122,2022,Kayamkulam Floating Solar Plant
1774,20221109,27.9,76.13,6.96,1.27,5.0244,2022,Kayamkulam Floating Solar Plant
1775,20221110,27.58,77.93,4.35,1.55,5.5642,2022,Kayamkulam Floating Solar Plant
1776,20221111,27.03,82.0,16.84,2.51,2.4718,2022,Kayamkulam Floating Solar Plant
1777,20221112,26.6,85.53,9.44,3.82,4.159,2022,Kayamkulam Floating Solar Plant
1778,20221113,26.85,83.67,9.03,2.48,4.314,2022,Kayamkulam Floating Solar Plant
1779,20221114,27.17,80.77,10.15,2.87,4.32,2022,Kayamkulam Floating Solar Plant
1780,20221115,27.63,77.11,5.65,2.07,4.1486,2022,Kayamkulam Floating Solar Plant
1781,20221116,27.0,79.88,5.42,2.04,4.6757,2022,Kayamkulam Floating Solar Plant
1782,20221117,26.8,77.58,2.82,1.1,4.9358,2022,Kayamkulam Floating Solar Plant
1783,20221118,27.47,72.08,0.96,1.68,2.7322,2022,Kayamkulam Floating Solar Plant
1784,20221119,27.88,68.34,0.36,1.92,4.5732,2022,Kayamkulam Floating Solar Plant
1785,20221120,27.98,68.98,0.13,2.18,4.7798,2022,Kayamkulam Floating Solar Plant
1786,20221121,27.74,70.2,0.01,2.22,5.3129,2022,Kayamkulam Floating Solar Plant
1787,20221122,27.9,70.86,0.0,3.54,5.3971,2022,Kayamkulam Floating Solar Plant
1788,20221123,27.5,66.79,0.0,3.54,5.7072,2022,Kayamkulam Floating Solar Plant
1789,20221124,27.18,63.53,0.0,2.13,5.9762,2022,Kayamkulam Floating Solar Plant
1790,20221125,27.37,69.53,0.0,2.61,5.6902,2022,Kayamkulam Floating Solar Plant
1791,20221126,27.99,73.91,0.01,3.04,5.4871,2022,Kayamkulam Floating Solar Plant
1792,20221127,28.0,73.6,3.45,2.3,4.7962,2022,Kayamkulam Floating Solar Plant
1793,20221128,27.51,77.46,8.14,2.07,5.0904,2022,Kayamkulam Floating Solar Plant
1794,20221129,26.97,78.74,14.32,1.69,4.021,2022,Kayamkulam Floating Solar Plant
1795,20221130,26.86,80.14,30.32,1.63,3.9247,2022,Kayamkulam Floating Solar Plant
1796,20221201,28.24,70.32,0.58,1.11,5.1691,2022,Kayamkulam Floating Solar Plant
1797,20221202,28.64,72.02,2.75,1.32,5.0969,2022,Kayamkulam Floating Solar Plant
1798,20221203,27.86,77.27,21.35,2.06,5.0614,2022,Kayamkulam Floating Solar Plant
1799,20221204,28.07,74.29,9.17,1.39,4.6159,2022,Kayamkulam Floating Solar Plant
1800,20221205,28.01,78.42,2.76,1.72,4.4138,2022,Kayamkulam Floating Solar Plant
1801,20221206,28.22,75.24,0.5,2.14,4.6932,2022,Kayamkulam Floating Solar Plant
1802,20221207,27.0,81.58,3.25,2.33,2.5034,2022,Kayamkulam Floating Solar Plant
1803,20221208,28.0,78.68,3.32,3.23,3.2527,2022,Kayamkulam Floating Solar Plant
1804,20221209,28.14,73.76,2.62,4.12,2.647,2022,Kayamkulam Floating Solar Plant
1805,20221210,27.85,75.3,12.19,5.31,3.4234,2022,Kayamkulam Floating Solar Plant
1806,20221211,27.77,80.35,22.78,5.91,2.851,2022,Kayamkulam Floating Solar Plant
1807,20221212,27.63,77.8,2.41,3.1,3.2568,2022,Kayamkulam Floating Solar Plant
1808,20221213,27.88,70.9,0.6,2.26,5.7924,2022,Kayamkulam Floating Solar Plant
1809,20221214,27.73,77.02,10.01,3.13,4.5706,2022,Kayamkulam Floating Solar Plant
1810,20221215,27.98,73.05,3.37,2.45,5.9575,2022,Kayamkulam Floating Solar Plant
1811,20221216,28.57,66.72,0.1,1.55,6.1106,2022,Kayamkulam Floating Solar Plant
1812,20221217,28.08,66.7,0.0,1.16,5.9268,2022,Kayamkulam Floating Solar Plant
1813,20221218,28.1,69.64,0.04,1.9,5.0448,2022,Kayamkulam Floating Solar Plant
1814,20221219,27.93,68.25,0.12,1.35,4.7556,2022,Kayamkulam Floating Solar Plant
1815,20221220,28.55,66.68,0.65,0.86,4.3891,2022,Kayamkulam Floating Solar Plant
1816,20221221,28.23,75.33,0.34,1.88,5.3731,2022,Kayamkulam Floating Solar Plant
1817,20221222,28.7,71.72,0.09,2.27,5.1494,2022,Kayamkulam Floating Solar Plant
1818,20221223,28.5,66.64,0.01,2.44,5.682,2022,Kayamkulam Floating Solar Plant
1819,20221224,28.23,69.69,0.0,2.18,5.5889,2022,Kayamkulam Floating Solar Plant
1820,20221225,28.37,75.01,1.97,2.8,5.0938,2022,Kayamkulam Floating Solar Plant
1821,20221226,28.27,77.49,3.11,1.51,4.4402,2022,Kayamkulam Floating Solar Plant
1822,20221227,27.77,84.27,1.84,5.54,4.5542,2022,Kayamkulam Floating Solar Plant
1823,20221228,27.96,78.46,0.33,2.84,4.7935,2022,Kayamkulam Floating Solar Plant
1824,20221229,27.99,75.43,0.1,2.97,5.4252,2022,Kayamkulam Floating Solar Plant
1825,20221230,27.76,68.4,0.04,2.98,5.9952,2022,Kayamkulam Floating Solar Plant
1826,20221231,27.69,64.94,0.0,3.22,5.977,2022,Kayamkulam Floating Solar Plant
1827,20240101,28.19,74.24,2.08,1.85,3.9691,2024,Kayamkulam Floating Solar Plant
1828,20240102,28.58,73.27,0.54,3.59,5.5529,2024,Kayamkulam Floating Solar Plant
1829,20240103,28.32,74.2,1.62,2.96,4.8223,2024,Kayamkulam Floating Solar Plant
1830,20240104,28.4,76.17,4.15,2.38,4.2722,2024,Kayamkulam Floating Solar Plant
1831,20240105,28.4,78.49,3.51,3.5,3.4145,2024,Kayamkulam Floating Solar Plant
1832,20240106,28.41,78.34,2.85,3.58,4.5703,2024,Kayamkulam Floating Solar Plant
1833,20240107,28.74,74.42,4.12,2.36,4.1923,2024,Kayamkulam Floating Solar Plant
1834,20240108,28.06,79.59,2.32,2.64,4.345,2024,Kayamkulam Floating Solar Plant
1835,20240109,27.72,80.03,1.39,4.24,2.7574,2024,Kayamkulam Floating Solar Plant
1836,20240110,27.43,72.94,0.57,3.25,5.0316,2024,Kayamkulam Floating Solar Plant
1837,20240111,28.14,73.92,0.13,4.1,5.4653,2024,Kayamkulam Floating Solar Plant
1838,20240112,27.89,72.2,0.0,4.79,5.6878,2024,Kayamkulam Floating Solar Plant
1839,20240113,27.83,67.19,0.0,2.89,6.2645,2024,Kayamkulam Floating Solar Plant
1840,20240114,28.06,72.19,0.0,2.48,5.7679,2024,Kayamkulam Floating Solar Plant
1841,20240115,27.84,70.85,0.0,2.27,5.5692,2024,Kayamkulam Floating Solar Plant
1842,20240116,27.8,68.5,0.01,2.58,5.623,2024,Kayamkulam Floating Solar Plant
1843,20240117,27.67,67.06,0.01,3.14,5.9045,2024,Kayamkulam Floating Solar Plant
1844,20240118,27.96,64.14,0.0,2.53,6.0914,2024,Kayamkulam Floating Solar Plant
1845,20240119,28.72,69.43,0.11,1.7,5.7545,2024,Kayamkulam Floating Solar Plant
1846,20240120,28.8,72.26,0.36,2.4,5.6839,2024,Kayamkulam Floating Solar Plant
1847,20240121,28.86,71.35,0.27,2.95,6.095,2024,Kayamkulam Floating Solar Plant
1848,20240122,28.91,71.79,0.07,2.0,5.9789,2024,Kayamkulam Floating Solar Plant
1849,20240123,28.54,69.81,0.04,1.99,6.2093,2024,Kayamkulam Floating Solar Plant
1850,20240124,28.35,70.76,0.18,2.06,6.1426,2024,Kayamkulam Floating Solar Plant
1851,20240125,27.73,72.68,0.67,2.42,5.7934,2024,Kayamkulam Floating Solar Plant
1852,20240126,28.31,66.93,0.25,2.97,6.2623,2024,Kayamkulam Floating Solar Plant
1853,20240127,28.02,63.58,0.02,2.93,6.5438,2024,Kayamkulam Floating Solar Plant
1854,20240128,27.82,68.27,0.02,2.74,6.3874,2024,Kayamkulam Floating Solar Plant
1855,20240129,28.02,65.48,0.02,2.52,6.0809,2024,Kayamkulam Floating Solar Plant
1856,20240130,27.99,68.07,0.17,3.0,6.3074,2024,Kayamkulam Floating Solar Plant
1857,20240131,28.23,72.71,2.37,2.58,6.0816,2024,Kayamkulam Floating Solar Plant
1858,20240201,28.6,74.02,0.45,3.48,6.193,2024,Kayamkulam Floating Solar Plant
1859,20240202,28.63,75.2,0.82,2.96,5.8829,2024,Kayamkulam Floating Solar Plant
1860,20240203,29.07,73.13,1.25,1.92,6.4759,2024,Kayamkulam Floating Solar Plant
1861,20240204,28.87,69.15,0.35,2.74,6.5909,2024,Kayamkulam Floating Solar Plant
1862,20240205,28.92,57.4,0.0,2.25,6.7121,2024,Kayamkulam Floating Solar Plant
1863,20240206,28.65,58.23,0.0,2.51,6.8609,2024,Kayamkulam Floating Solar Plant
1864,20240207,28.58,63.55,0.0,1.96,6.6334,2024,Kayamkulam Floating Solar Plant
1865,20240208,28.57,64.52,0.0,1.82,6.2839,2024,Kayamkulam Floating Solar Plant
1866,20240209,28.93,63.73,0.0,2.3,6.7363,2024,Kayamkulam Floating Solar Plant
1867,20240210,28.87,65.42,0.0,3.05,6.6122,2024,Kayamkulam Floating Solar Plant
1868,20240211,29.2,62.94,0.0,2.93,6.6379,2024,Kayamkulam Floating Solar Plant
1869,20240212,29.04,59.28,0.0,2.45,6.9468,2024,Kayamkulam Floating Solar Plant
1870,20240213,28.4,65.85,0.0,2.96,6.6965,2024,Kayamkulam Floating Solar Plant
1871,20240214,29.18,68.29,0.0,2.37,6.431,2024,Kayamkulam Floating Solar Plant
1872,20240215,28.91,64.29,0.0,3.0,6.7973,2024,Kayamkulam Floating Solar Plant
1873,20240216,29.07,66.99,0.0,2.89,6.7486,2024,Kayamkulam Floating Solar Plant
1874,20240217,29.22,68.51,0.0,2.99,6.8527,2024,Kayamkulam Floating Solar Plant
1875,20240218,29.23,65.74,0.0,2.57,6.636,2024,Kayamkulam Floating Solar Plant
1876,20240219,29.26,68.49,0.0,3.03,6.7615,2024,Kayamkulam Floating Solar Plant
1877,20240220,29.58,66.95,0.04,2.73,6.8712,2024,Kayamkulam Floating Solar Plant
1878,20240221,29.48,70.29,0.17,2.66,6.3444,2024,Kayamkulam Floating Solar Plant
1879,20240222,29.14,72.95,0.11,3.54,6.1747,2024,Kayamkulam Floating Solar Plant
1880,20240223,28.85,72.78,0.0,3.09,6.5414,2024,Kayamkulam Floating Solar Plant
1881,20240224,28.98,73.22,0.06,3.63,6.3127,2024,Kayamkulam Floating Solar Plant
1882,20240225,29.37,71.53,0.04,2.52,6.8592,2024,Kayamkulam Floating Solar Plant
1883,20240226,30.3,63.87,0.0,2.62,6.7651,2024,Kayamkulam Floating Solar Plant
1884,20240227,30.51,64.99,0.0,3.26,6.828,2024,Kayamkulam Floating Solar Plant
1885,20240228,30.05,62.08,0.0,3.42,6.8736,2024,Kayamkulam Floating Solar Plant
1886,20240229,30.24,64.41,0.0,3.07,6.7802,2024,Kayamkulam Floating Solar Plant
1887,20240301,29.71,63.34,0.0,3.81,5.9225,2024,Kayamkulam Floating Solar Plant
1888,20240302,29.7,58.41,0.0,3.29,6.306,2024,Kayamkulam Floating Solar Plant
1889,20240303,29.38,67.14,0.0,2.44,7.1162,2024,Kayamkulam Floating Solar Plant
1890,20240304,29.18,72.94,0.0,2.95,6.6866,2024,Kayamkulam Floating Solar Plant
1891,20240305,29.49,74.63,0.0,3.67,6.8042,2024,Kayamkulam Floating Solar Plant
1892,20240306,29.41,74.69,0.0,4.74,5.8111,2024,Kayamkulam Floating Solar Plant
1893,20240307,29.61,72.74,0.05,3.53,6.749,2024,Kayamkulam Floating Solar Plant
1894,20240308,29.37,73.34,0.19,3.02,6.6694,2024,Kayamkulam Floating Solar Plant
1895,20240309,29.36,73.1,0.18,2.77,6.6499,2024,Kayamkulam Floating Solar Plant
1896,20240310,29.81,69.36,0.08,2.4,6.5458,2024,Kayamkulam Floating Solar Plant
1897,20240311,29.87,67.06,0.09,2.3,6.6917,2024,Kayamkulam Floating Solar Plant
1898,20240312,30.06,65.29,0.13,2.63,7.0666,2024,Kayamkulam Floating Solar Plant
1899,20240313,29.78,69.78,0.11,3.15,6.5834,2024,Kayamkulam Floating Solar Plant
1900,20240314,29.33,77.23,0.78,4.1,6.223,2024,Kayamkulam Floating Solar Plant
1901,20240315,29.58,77.07,0.32,4.42,6.2628,2024,Kayamkulam Floating Solar Plant
1902,20240316,29.63,72.64,0.19,2.79,6.8676,2024,Kayamkulam Floating Solar Plant
1903,20240317,30.06,66.3,0.1,2.87,7.2144,2024,Kayamkulam Floating Solar Plant
1904,20240318,29.58,65.9,0.06,2.88,7.0644,2024,Kayamkulam Floating Solar Plant
1905,20240319,29.71,67.9,0.1,2.56,7.4184,2024,Kayamkulam Floating Solar Plant
1906,20240320,30.0,65.94,0.1,2.82,7.1683,2024,Kayamkulam Floating Solar Plant
1907,20240321,30.53,66.7,0.05,3.27,6.8906,2024,Kayamkulam Floating Solar Plant
1908,20240322,30.21,71.3,6.43,2.77,6.839,2024,Kayamkulam Floating Solar Plant
1909,20240323,29.72,73.93,10.51,2.69,6.4334,2024,Kayamkulam Floating Solar Plant
1910,20240324,29.71,72.9,2.77,2.61,7.0505,2024,Kayamkulam Floating Solar Plant
1911,20240325,30.16,65.41,0.13,2.67,7.3003,2024,Kayamkulam Floating Solar Plant
1912,20240326,29.93,68.38,0.39,2.7,6.7193,2024,Kayamkulam Floating Solar Plant
1913,20240327,29.98,69.45,0.83,2.34,6.941,2024,Kayamkulam Floating Solar Plant
